start_dt,end_dt,machine,benchmark,model,#SDC,#DUE,#abort,#end,acc_time,Time Beam Off,acc_err,Flux 1h,Fluency(Flux * $AccTime),Cross Section SDC,Cross Section DUE
2021-05-31 00:37:25,2021-05-31 04:59:41,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,2,1,0,0,15736.811412,165.17499999999995,2,3880339.554312896,61064171780.74618,3.275242980746706e-11,1.637621490373353e-11
2021-05-31 19:21:13,2021-06-01 06:47:16,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,5,1,0,0,41163.959071,714.7080000000007,229,3853413.048514968,158621737012.72745,3.1521530996718384e-11,6.304306199343677e-12
2021-05-09 21:30:45,2021-05-09 22:30:45,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,8,7,0,0,3174.896346,0.0,320,3921499.973739959,12450355937.466091,6.425519109799978e-10,5.62232922107498e-10
2021-05-15 20:08:27,2021-05-15 21:08:27,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,6,4,0,0,1090.9296700000002,306.265,116,3587883.8100017733,3914128900.843578,1.5329081264306019e-09,1.0219387509537346e-09
2021-05-16 10:34:19,2021-05-16 11:34:19,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,15,7,0,0,3184.05301,0.0,166,3921499.973739959,12486263795.101637,1.201320126352328e-09,5.606160589644197e-10
2021-05-16 16:48:44,2021-05-16 17:48:44,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,6,2,0,0,2835.554405,1942.857999999987,246,1805133.974856509,5118555594.019533,1.1722056915842306e-09,3.9073523052807685e-10
2021-05-18 12:55:13,2021-05-18 13:55:13,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,19,10,1,1,2970.439806,0.0,1290,3921499.973739959,11648579621.225128,1.631100152792851e-09,8.584737646278163e-10
2021-05-19 00:56:15,2021-05-19 01:56:15,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,11,7,0,0,4144.735552,0.0,89,3921499.973739959,16253580358.327074,6.767739634894938e-10,4.306743404024051e-10
2021-05-19 14:56:33,2021-05-19 15:56:33,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,10,6,0,0,3239.938305,1663.7589999999907,88,2109158.06407063,6833542003.082077,1.463369947164996e-09,8.780219682989975e-10
2021-05-15 20:31:48,2021-05-16 05:27:04,carol-raspberry1,Conv,conv_2d_1_1250_1250_1_40_40_1_1_quant_edgetpu.tflite,11,1,0,0,32116.572405,28963.87000000376,231,384951.4899192013,12363322398.402657,8.897284763374933e-10,8.088440693977213e-11
2021-05-19 18:49:24,2021-05-19 19:49:24,carol-raspberry1,Conv,conv_2d_1_256_256_1_40_40_1_1_quant_edgetpu.tflite,1,28,0,0,1252.807427,0.0,1,3921499.973739959,4912884292.081725,2.0354641806071767e-10,5.6992997057000965e-09
